uid,gid,fpid,tname,drvn,obt,qtr,min,sec,yfog,plays,succ,rfd,pfd,ofd,ry,ra,py,pa,pc,peyf,peya,net,res
99650,4257,697182,DEN,1,KOFF,1,3,23,25,8,5,2,2,0,18,3,28,5,3,0,0,46,FUM
99651,4257,697190,CAR,1,FUM,1,4,24,29,8,5,2,2,1,40,5,31,3,2,0,15,71,TD
99652,4257,697200,DEN,2,KOFF,1,6,10,25,11,5,0,4,0,10,5,40,6,4,0,0,50,INT
99653,4257,697211,CAR,2,INT,1,1,11,36,3,0,0,0,0,4,1,1,2,1,0,0,5,PUNT
99654,4257,697215,DEN,3,PUNT,2,2,36,20,5,4,2,1,0,65,4,15,1,1,5,0,80,TD
99655,4257,697222,CAR,3,KOFF,2,9,15,11,18,12,3,4,0,31,9,56,9,6,2,0,89,TD
99656,4257,697243,DEN,4,KOFF,2,1,16,25,3,0,0,0,0,3,2,0,1,0,0,0,3,PUNT
99657,4257,697247,CAR,4,PUNT,2,1,42,22,7,5,2,1,0,24,3,23,3,2,5,0,52,FG
99658,4257,697256,DEN,5,KOFF,2,0,3,25,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
99659,4257,697258,CAR,5,KOFF,3,3,36,25,5,3,1,0,0,19,5,0,0,0,0,0,19,PUNT
99660,4257,697264,DEN,6,PUNT,3,2,14,20,4,2,1,1,1,12,2,23,2,1,15,0,50,INT
99661,4257,697269,CAR,6,INT,3,1,40,11,3,1,0,0,0,7,1,-7,2,0,0,0,0,PUNT
99662,4257,697273,DEN,7,PUNT,3,1,51,14,3,0,0,0,0,1,1,0,2,2,0,0,1,PUNT
99663,4257,697277,CAR,7,PUNT,3,1,41,39,3,0,0,0,0,0,0,13,3,1,0,20,-7,PUNT
99664,4257,697283,DEN,8,PUNT,3,4,8,22,8,7,2,3,0,21,2,57,6,6,0,0,78,TD
99665,4257,697293,CAR,8,KOFF,4,0,43,25,2,1,0,0,0,6,1,0,1,0,0,15,6,INT
99666,4257,697295,DEN,9,INT,4,4,41,77,10,4,3,0,0,17,7,6,3,1,0,0,23,TD
99667,4257,697307,CAR,9,KOFF,4,5,5,25,10,6,0,3,0,16,5,41,4,3,0,0,57,FG
99668,4257,697318,DEN,10,KOFF,4,1,15,25,3,0,0,0,0,3,1,-10,2,0,0,0,-7,PUNT
99669,4257,697322,CAR,10,PUNT,4,3,2,40,12,3,0,2,0,10,2,18,9,3,5,5,28,MFG
99670,4257,697337,DEN,11,MFG,4,0,4,40,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
99671,4258,697339,BAL,1,KOFF,1,3,16,14,5,3,0,1,0,6,3,14,2,2,0,5,20,PUNT
99672,4258,697346,BUF,1,PUNT,1,2,11,32,3,0,0,0,0,-6,1,-2,2,2,0,0,-8,PUNT
99673,4258,697350,BAL,2,PUNT,1,2,33,34,5,2,1,1,0,0,1,25,4,3,0,10,15,FUM
99674,4258,697357,BUF,2,FUM,1,1,38,53,3,1,0,0,1,-1,1,5,2,1,0,5,4,PUNT
99675,4258,697362,BAL,3,PUNT,1,4,47,9,9,4,1,2,0,13,4,56,4,3,0,10,59,FG
99676,4258,697373,BUF,3,KOFF,1,2,36,25,6,1,0,1,0,5,1,6,5,3,0,0,11,PUNT
99677,4258,697380,BAL,4,PUNT,2,2,48,15,6,5,1,1,0,20,3,70,3,2,15,5,85,TD
99678,4258,697389,BUF,4,KOFF,2,7,9,25,12,8,3,2,0,38,8,47,4,3,0,10,75,TD
99679,4258,697404,BAL,5,KOFF,2,3,2,23,9,4,0,2,0,8,2,13,7,3,0,0,21,ENDQ
99680,4258,697414,BUF,5,KOFF,3,6,23,25,11,6,2,1,0,15,6,24,4,3,5,0,44,MFG
99681,4258,697425,BAL,6,MFG,3,1,5,39,3,1,0,0,0,8,1,0,2,0,0,0,8,PUNT
99682,4258,697429,BUF,6,PUNT,3,3,23,28,5,3,0,1,0,6,4,11,1,1,0,0,17,PUNT
99683,4258,697435,BAL,7,PUNT,3,3,33,9,7,2,0,2,2,-2,1,21,6,6,30,0,49,DWNS
99684,4258,697443,BUF,7,DWNS,3,1,24,42,3,0,0,0,0,2,1,7,2,1,0,0,9,PUNT
99685,4258,697447,BAL,8,PUNT,4,1,21,30,3,0,0,0,0,0,1,-8,2,0,0,0,-8,PUNT
99686,4258,697451,BUF,8,PUNT,4,1,13,35,3,0,0,0,0,6,2,0,1,0,0,0,6,PUNT
99687,4258,697455,BAL,9,PUNT,4,5,59,22,13,4,0,3,1,11,4,34,8,4,14,0,59,FG
99688,4258,697470,BUF,9,KOFF,4,1,10,22,3,1,0,0,0,0,0,-3,3,1,0,5,-8,PUNT
99689,4258,697475,BAL,10,PUNT,4,4,29,36,8,3,2,0,0,19,8,0,0,0,0,0,19,ENDQ
99690,4259,697484,HOU,1,KOFF,1,3,31,27,7,4,1,1,0,27,4,12,3,2,0,0,39,INT
99691,4259,697491,CHI,1,INT,1,4,31,25,8,6,1,3,1,12,5,48,3,3,20,5,75,TD
99692,4259,697503,HOU,2,KOFF,1,2,42,24,3,0,0,0,0,18,2,-6,1,1,0,14,-2,PUNT
99693,4259,697509,CHI,2,PUNT,1,1,32,60,4,1,0,0,0,4,2,5,2,1,0,0,9,DWNS
99694,4259,697513,HOU,3,DWNS,1,6,19,31,14,8,2,2,0,35,6,34,7,5,0,10,59,FG
99695,4259,697529,CHI,3,KOFF,2,3,22,10,6,4,0,1,0,11,2,2,4,2,0,0,13,PUNT
99696,4259,697536,HOU,4,PUNT,2,4,49,39,10,7,1,3,0,18,5,43,5,4,0,0,61,TD
99697,4259,697548,CHI,4,KOFF,2,1,28,22,4,2,0,1,0,-1,1,21,3,2,0,0,20,PUNT
99698,4259,697553,HOU,5,PUNT,2,1,8,17,3,0,0,0,0,5,1,-7,2,0,0,0,-2,PUNT
99699,4259,697557,CHI,5,PUNT,2,0,31,25,3,3,1,2,0,12,1,73,2,2,0,10,75,TD
99700,4259,697563,HOU,6,KOFF,2,0,7,27,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
99701,4259,697565,CHI,6,KOFF,3,0,53,17,2,1,0,0,0,5,1,0,1,0,0,0,5,INT
99702,4259,697567,HOU,7,INT,3,1,50,75,5,1,0,1,0,0,0,25,4,2,0,10,15,FG
99703,4259,697574,CHI,7,KOFF,3,1,17,25,3,0,0,0,0,-1,1,-1,2,0,0,0,-2,PUNT
99704,4259,697578,HOU,8,PUNT,3,1,4,31,3,0,0,0,0,-4,1,0,2,0,0,0,-4,PUNT
99705,4259,697582,CHI,8,PUNT,3,2,14,39,4,2,1,0,0,23,3,0,1,0,0,0,23,PUNT
99706,4259,697587,HOU,9,PUNT,3,4,11,9,6,2,0,1,0,5,2,16,4,3,0,0,21,PUNT
99707,4259,697594,CHI,9,PUNT,3,0,55,14,3,1,0,0,0,4,1,0,2,0,0,0,4,PUNT
99708,4259,697598,HOU,10,PUNT,3,4,52,36,9,5,1,2,0,8,5,51,4,3,5,0,64,TD
99709,4259,697610,CHI,10,KOFF,4,3,43,17,6,2,0,1,0,4,3,15,3,2,0,0,19,PUNT
99710,4259,697617,HOU,11,PUNT,4,2,51,34,7,3,0,1,0,11,3,35,3,1,0,0,46,FG
99711,4259,697625,CHI,11,KOFF,4,1,25,26,3,1,0,0,0,0,0,-2,3,1,0,0,-2,PUNT
99712,4259,697629,HOU,12,PUNT,4,2,45,24,6,1,0,1,0,8,4,12,2,1,0,0,20,PUNT
99713,4259,697636,CHI,12,PUNT,4,1,50,21,8,2,0,2,0,0,0,24,8,3,0,0,24,DWNS
99714,4259,697644,HOU,13,DWNS,4,0,10,55,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
99715,4260,697646,CIN,1,KOFF,1,2,31,25,3,1,0,0,0,1,1,7,2,1,0,5,3,PUNT
99716,4260,697651,NYJ,1,PUNT,1,4,49,22,10,6,2,3,1,24,4,40,6,4,14,0,78,TD
99717,4260,697664,CIN,2,KOFF,1,1,38,21,4,1,0,1,0,0,0,10,4,1,0,0,10,INT
99718,4260,697668,NYJ,2,INT,1,2,20,65,7,1,0,1,0,2,1,24,5,2,5,0,31,BLFG
99719,4260,697676,CIN,3,BLFG,1,2,13,20,6,2,0,1,0,11,2,54,3,1,0,0,65,FG
99720,4260,697683,NYJ,3,KOFF,1,2,55,23,5,2,0,1,0,3,2,23,3,2,0,10,16,PUNT
99721,4260,697690,CIN,4,PUNT,2,2,11,22,4,2,0,2,0,4,1,74,3,3,0,0,78,TD
99722,4260,697696,NYJ,4,KOFF,2,1,45,61,5,2,1,1,1,9,2,15,3,1,15,0,39,TD
99723,4260,697704,CIN,5,KOFF,2,1,37,25,3,0,0,0,0,0,0,-10,3,0,0,0,-10,PUNT
99724,4260,697708,NYJ,5,PUNT,2,4,42,45,9,3,1,1,0,19,4,9,4,3,0,0,28,FG
99725,4260,697718,CIN,6,KOFF,2,3,19,15,12,7,1,3,1,6,2,51,9,8,25,0,82,FG
99726,4260,697732,NYJ,6,KOFF,3,3,11,11,5,1,0,1,0,3,2,9,3,1,0,0,12,PUNT
99727,4260,697738,CIN,7,PUNT,3,1,56,36,3,0,0,0,0,3,1,-3,2,1,0,5,-5,PUNT
99728,4260,697743,NYJ,7,PUNT,3,2,35,16,5,2,0,1,0,0,1,25,4,2,0,0,23,PUNT
99729,4260,697749,CIN,8,PUNT,3,4,9,8,9,5,2,2,0,8,5,84,4,3,0,0,92,TD
99730,4260,697760,NYJ,8,KOFF,3,6,43,25,12,7,4,0,0,73,9,0,2,1,0,0,73,FG
99731,4260,697773,CIN,9,KOFF,4,2,24,25,6,3,1,1,0,17,2,24,3,1,0,0,41,MFG
99732,4260,697779,NYJ,9,MFG,4,5,39,42,9,4,0,2,0,19,5,43,3,3,0,10,52,FG
99733,4260,697790,CIN,10,KOFF,4,2,29,16,9,5,1,2,1,7,4,33,4,4,15,0,55,FG
99734,4260,697800,NYJ,10,KOFF,4,0,14,25,3,0,0,0,0,0,0,0,3,0,0,15,0,INT
99735,4260,697803,CIN,11,INT,4,0,40,75,1,0,0,0,0,0,1,0,0,0,0,0,0,ENDQ
99736,4261,697805,PHI,1,KOFF,1,5,10,25,9,6,0,4,1,13,4,57,5,4,5,0,75,TD
99737,4261,697817,CLE,1,KOFF,1,1,19,25,3,0,0,0,0,5,2,0,1,0,0,0,5,PUNT
99738,4261,697821,PHI,2,PUNT,1,2,16,26,5,1,0,0,0,7,2,0,3,0,5,5,7,PUNT
99739,4261,697829,CLE,2,PUNT,1,1,59,20,3,0,0,0,0,1,1,2,2,2,0,0,3,PUNT
99740,4261,697833,PHI,3,PUNT,1,3,29,58,6,3,1,0,0,18,4,-4,1,0,0,0,14,MFG
99741,4261,697839,CLE,3,MFG,1,1,3,36,4,1,0,0,0,-7,2,6,2,1,0,0,-1,DWNS
99742,4261,697843,PHI,4,DWNS,2,2,14,65,5,1,0,1,0,3,2,28,2,1,0,0,31,FG
99743,4261,697849,CLE,4,KOFF,2,3,19,25,7,4,1,3,0,3,2,71,5,3,6,5,75,TD
99744,4261,697860,PHI,5,KOFF,2,1,36,23,3,1,0,0,0,1,1,4,2,1,0,0,5,PUNT
99745,4261,697864,CLE,5,PUNT,2,3,52,20,7,5,1,2,0,27,4,25,3,2,0,0,52,INT
99746,4261,697871,PHI,6,INT,2,3,16,21,11,4,1,3,0,21,3,39,7,4,0,0,60,FG
99747,4261,697883,CLE,6,KOFF,2,0,27,25,4,2,1,0,0,19,2,14,2,1,0,0,33,ENDQ
99748,4261,697888,CLE,7,KOFF,3,1,3,25,5,1,0,1,0,0,1,58,3,1,0,0,58,FG
99749,4261,697894,PHI,7,KOFF,3,3,3,25,6,2,0,1,0,5,2,28,4,2,0,10,23,PUNT
99750,4261,697902,CLE,8,PUNT,3,0,5,15,1,0,0,0,0,0,1,0,0,0,0,0,0,SAF
99751,4261,697904,PHI,8,KOFF,3,4,32,27,9,5,1,3,0,7,2,66,7,5,0,0,73,TD
99752,4261,697915,CLE,9,KOFF,3,2,53,25,4,1,1,0,0,10,1,3,3,1,5,0,18,PUNT
99753,4261,697921,PHI,9,PUNT,3,3,33,21,6,4,1,1,0,31,4,11,2,1,0,0,36,PUNT
99754,4261,697928,CLE,10,PUNT,4,1,2,1,3,0,0,0,0,0,0,3,3,1,0,0,3,PUNT
99755,4261,697932,PHI,10,PUNT,4,2,16,53,3,0,0,0,0,3,2,9,1,1,0,10,2,PUNT
99756,4261,697937,CLE,11,PUNT,4,1,36,20,3,0,0,0,0,11,1,-10,2,0,0,0,1,PUNT
99757,4261,697941,PHI,11,PUNT,4,5,31,29,8,4,1,1,0,9,3,32,5,3,0,10,31,PUNT
99758,4261,697952,CLE,12,PUNT,4,0,50,8,4,0,0,0,0,11,1,-4,3,0,0,0,7,DWNS
99759,4261,697956,PHI,12,DWNS,4,2,24,85,5,5,2,0,0,15,5,0,0,0,0,0,15,TD
99760,4261,697964,CLE,13,KOFF,4,1,12,25,3,2,2,0,0,40,3,0,0,0,0,0,40,ENDQ
99761,4262,697968,JAC,1,KOFF,1,2,19,18,5,2,1,0,0,13,3,0,2,0,0,0,13,INT
99762,4262,697973,GB,1,INT,1,3,5,71,6,2,2,0,0,13,4,11,2,2,5,0,29,TD
99763,4262,697982,JAC,2,KOFF,1,3,40,25,6,2,0,1,0,-4,2,9,4,2,9,0,14,PUNT
99764,4262,697991,GB,2,PUNT,1,0,52,3,3,0,0,0,0,3,1,0,2,0,0,0,3,PUNT
99765,4262,697995,JAC,3,PUNT,1,1,24,52,3,3,1,1,0,11,2,37,1,1,0,0,48,TD
99766,4262,698000,GB,3,KOFF,1,1,30,25,3,0,0,0,0,6,2,0,1,0,0,0,6,PUNT
99767,4262,698004,JAC,4,PUNT,1,2,10,21,3,1,0,0,0,0,2,9,1,1,0,0,9,PUNT
99768,4262,698008,GB,4,PUNT,2,1,20,3,3,0,0,0,0,-1,1,0,2,0,5,0,4,PUNT
99769,4262,698013,JAC,5,PUNT,2,5,52,47,12,4,1,2,0,1,4,49,7,5,0,5,45,FG
99770,4262,698027,GB,5,KOFF,2,4,43,25,9,9,1,4,0,17,3,58,6,6,0,0,75,TD
99771,4262,698038,JAC,6,KOFF,2,1,56,25,7,4,0,4,0,2,2,73,5,4,0,0,75,TD
99772,4262,698047,GB,6,KOFF,2,0,56,25,5,3,0,2,0,0,0,45,5,3,30,0,75,TD
99773,4262,698055,JAC,7,KOFF,2,0,13,25,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
99774,4262,698057,GB,7,KOFF,3,4,48,25,13,4,0,3,0,7,2,66,10,6,0,5,68,FG
99775,4262,698072,JAC,8,KOFF,3,3,57,25,10,3,1,1,0,16,5,38,4,1,0,0,54,FG
99776,4262,698083,GB,8,KOFF,3,9,14,25,16,7,3,1,0,45,9,19,6,3,9,0,73,FG
99777,4262,698103,JAC,9,KOFF,4,6,49,31,14,5,0,3,0,10,4,32,9,4,0,5,37,FG
99778,4262,698119,GB,9,KOFF,4,1,55,18,3,1,0,0,0,6,2,0,1,0,0,5,1,PUNT
99779,4262,698124,JAC,10,PUNT,4,3,3,37,10,4,0,2,0,0,1,53,9,6,5,10,48,DWNS
99780,4262,698136,GB,10,DWNS,4,0,14,15,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
99781,4263,698138,TEN,1,KOFF,1,4,34,29,9,5,2,1,0,23,5,12,4,1,0,0,35,PUNT
99782,4263,698148,MIN,1,PUNT,1,1,17,20,3,0,0,0,0,1,1,5,2,1,0,0,6,PUNT
99783,4263,698152,TEN,2,PUNT,1,4,24,37,8,5,0,2,0,13,4,40,3,2,0,0,53,FG
99784,4263,698161,MIN,2,KOFF,1,7,32,25,15,8,2,3,0,23,8,43,6,4,0,10,56,MFG
99785,4263,698177,TEN,3,MFG,2,4,20,27,6,4,0,1,0,6,3,27,3,3,0,5,28,PUNT
99786,4263,698185,MIN,3,PUNT,2,2,58,10,5,1,0,1,0,2,1,39,4,3,0,14,27,PUNT
99787,4263,698192,TEN,4,PUNT,2,4,14,27,13,8,0,5,0,6,2,67,11,7,0,0,73,TD
99788,4263,698207,MIN,4,KOFF,2,0,41,25,8,2,0,2,0,0,0,37,7,3,0,0,37,MFG
99789,4263,698216,MIN,5,KOFF,3,1,4,66,4,0,0,0,0,2,1,0,2,0,0,0,2,FG
99790,4263,698221,TEN,5,KOFF,3,2,26,20,3,2,0,0,0,3,2,6,1,1,0,0,9,PUNT
99791,4263,698225,MIN,6,PUNT,3,5,31,27,11,4,1,3,0,19,6,39,4,3,0,0,58,FG
99792,4263,698237,TEN,6,KOFF,3,4,35,34,8,5,0,2,0,6,2,36,6,4,0,0,42,INT
99793,4263,698247,TEN,7,KOFF,3,1,2,25,3,0,0,0,0,4,1,0,2,0,0,5,-1,PUNT
99794,4263,698252,MIN,7,PUNT,3,4,5,31,10,5,0,2,0,2,3,40,6,3,0,0,42,FG
99795,4263,698263,TEN,8,KOFF,4,0,14,25,1,0,1,0,0,0,1,0,0,0,0,0,0,FUM
99796,4263,698266,TEN,9,KOFF,4,1,23,25,3,1,1,1,0,3,2,15,1,1,0,0,18,FUM
99797,4263,698269,MIN,8,FUM,4,1,26,54,3,0,0,0,1,5,2,0,1,0,0,0,5,PUNT
99798,4263,698273,TEN,10,PUNT,4,1,5,15,3,0,0,0,0,0,0,-10,3,0,0,0,-10,PUNT
99799,4263,698277,MIN,9,PUNT,4,4,33,43,7,3,0,1,0,12,5,33,1,1,0,0,45,FG
99800,4263,698285,TEN,11,KOFF,4,2,8,26,10,6,0,4,0,0,0,59,9,6,15,0,74,TD
99801,4263,698297,MIN,10,KOFF,4,0,28,50,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
99802,4264,698299,NO,1,KOFF,1,0,15,25,3,0,0,1,0,0,0,-4,3,0,0,0,-4,FUM
99803,4264,698302,OAK,1,FUM,1,2,22,79,4,0,0,0,1,1,1,1,2,2,0,10,-8,FG
99804,4264,698308,NO,2,KOFF,1,5,52,11,13,7,2,3,0,21,5,57,7,4,0,13,65,FG
99805,4264,698322,OAK,2,KOFF,1,4,48,9,7,6,1,3,0,15,3,81,4,4,0,5,91,TD
99806,4264,698332,NO,3,KOFF,1,4,46,25,9,6,1,2,0,11,3,63,6,5,1,0,75,TD
99807,4264,698344,OAK,3,KOFF,2,2,56,15,6,1,1,0,0,13,4,0,2,0,10,0,23,PUNT
99808,4264,698352,NO,4,PUNT,2,4,6,20,8,6,1,4,0,13,4,67,4,4,0,0,80,TD
99809,4264,698362,OAK,4,KOFF,2,2,15,24,3,1,0,0,0,9,1,10,2,1,0,10,9,PUNT
99810,4264,698367,NO,5,PUNT,2,1,29,32,7,4,1,0,0,3,2,13,5,2,5,5,21,PUNT
99811,4264,698377,OAK,5,PUNT,2,1,11,18,7,5,1,1,0,2,1,45,6,5,0,0,47,ENDQ
99812,4264,698385,OAK,6,KOFF,3,1,31,25,3,1,0,0,0,7,2,0,1,0,0,0,7,PUNT
99813,4264,698389,NO,6,PUNT,3,2,6,10,3,0,0,0,0,-1,1,11,2,2,0,5,5,PUNT
99814,4264,698394,OAK,7,PUNT,3,3,20,30,7,4,1,1,0,12,3,13,4,2,0,0,25,PUNT
99815,4264,698402,NO,7,PUNT,3,0,11,2,1,1,0,1,0,0,0,98,1,1,0,0,98,TD
99816,4264,698405,OAK,8,KOFF,3,4,41,25,12,6,1,3,0,9,4,58,7,4,0,5,62,FG
99817,4264,698419,NO,8,KOFF,3,4,29,24,10,5,1,2,0,14,3,29,6,5,0,0,43,MFG
99818,4264,698429,OAK,9,MFG,4,1,49,40,5,3,1,2,0,2,1,68,3,2,0,10,60,TD
99819,4264,698436,NO,9,KOFF,4,3,11,29,6,2,1,0,1,23,3,6,2,1,40,0,69,FG
99820,4264,698445,OAK,10,KOFF,4,0,16,25,3,2,1,0,0,75,1,0,1,0,0,0,75,TD
99821,4264,698449,NO,10,KOFF,4,2,23,16,3,3,0,2,0,4,1,45,2,2,11,0,84,TD
99822,4264,698455,OAK,11,KOFF,4,5,16,25,12,6,1,3,2,22,5,43,6,4,10,15,75,TD
99823,4264,698470,NO,11,KOFF,4,0,47,23,6,2,0,2,0,0,0,34,5,2,0,0,34,MFG
99824,4265,698477,KC,1,KOFF,1,3,9,25,7,4,0,2,0,6,2,40,4,3,0,0,46,FG
99825,4265,698485,SD,1,KOFF,1,3,24,25,6,4,2,2,0,22,4,47,2,2,6,0,75,TD
99826,4265,698494,KC,2,KOFF,1,2,30,25,6,2,1,1,0,12,2,13,4,1,5,0,30,PUNT
99827,4265,698503,SD,2,PUNT,1,6,51,20,13,11,4,2,0,44,7,36,6,4,0,0,80,TD
99828,4265,698518,KC,3,KOFF,2,2,40,25,3,0,0,0,0,10,1,-23,2,0,0,5,-18,PUNT
99829,4265,698523,SD,3,PUNT,2,3,32,62,6,4,0,3,1,0,1,33,5,5,15,10,38,TD
99830,4265,698532,KC,4,KOFF,2,4,15,25,6,3,1,0,0,6,4,13,2,2,0,0,19,PUNT
99831,4265,698539,SD,4,PUNT,2,2,41,6,8,4,0,2,0,3,1,35,7,5,0,0,38,PUNT
99832,4265,698549,KC,5,PUNT,2,0,50,25,5,2,0,1,0,0,0,28,5,3,0,0,28,PUNT
99833,4265,698555,SD,5,PUNT,2,0,8,22,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
99834,4265,698557,SD,6,KOFF,3,2,37,27,4,3,1,0,0,24,3,6,1,1,0,5,30,PUNT
99835,4265,698563,KC,6,PUNT,3,2,21,11,3,1,0,0,0,-1,1,-3,2,1,0,0,-4,PUNT
99836,4265,698567,SD,7,PUNT,3,4,0,55,9,5,2,1,0,29,5,5,3,1,0,0,34,FG
99837,4265,698577,KC,7,KOFF,3,3,15,25,7,4,0,3,0,-4,1,79,6,5,0,0,75,TD
99838,4265,698586,SD,8,KOFF,3,4,23,25,9,4,1,1,0,9,3,51,5,3,5,0,65,FG
99839,4265,698597,KC,8,KOFF,4,0,31,25,2,1,0,1,0,0,0,12,2,1,0,0,12,INT
99840,4265,698599,SD,9,INT,4,1,33,56,4,1,0,0,0,8,2,0,1,0,0,0,8,MFG
99841,4265,698603,KC,9,MFG,4,2,2,44,7,5,0,4,0,0,0,56,7,6,0,5,-44,TD
99842,4265,698613,SD,10,KOFF,4,2,29,17,4,3,0,1,0,7,2,20,2,1,0,0,27,PUNT
99843,4265,698618,KC,10,PUNT,4,3,40,23,12,6,1,2,0,21,2,41,9,5,0,0,62,FG
99844,4265,698631,SD,11,KOFF,4,1,20,25,3,0,0,0,0,2,1,-2,2,2,0,0,0,PUNT
99845,4265,698635,KC,11,PUNT,4,0,46,58,4,3,1,2,0,5,1,32,3,3,5,0,42,TD
99846,4265,698641,SD,12,KOFF,4,1,3,25,5,1,0,1,0,8,2,2,3,1,0,0,10,PUNT
99847,4265,698648,KC,12,KOFF,5,5,36,30,10,7,2,3,0,28,5,42,5,4,0,0,70,TD
99848,4266,698659,ATL,1,KOFF,1,2,6,19,3,0,0,0,0,1,2,8,1,1,0,0,9,PUNT
99849,4266,698663,TB,1,PUNT,1,3,2,38,7,1,1,0,1,8,3,4,3,1,25,0,37,FG
99850,4266,698672,ATL,2,KOFF,1,2,44,25,5,2,0,1,0,0,0,59,4,3,0,0,59,FG
99851,4266,698678,TB,2,KOFF,1,1,34,25,3,0,0,0,0,0,1,7,2,1,0,0,7,PUNT
99852,4266,698682,ATL,3,PUNT,1,1,16,36,3,0,0,0,0,6,2,0,1,0,0,0,6,PUNT
99853,4266,698686,TB,3,PUNT,1,1,47,9,2,1,0,0,0,5,1,0,1,0,0,10,-5,INT
99854,4266,698690,ATL,4,INT,1,2,20,87,4,4,0,2,0,3,1,19,3,3,0,9,13,TD
99855,4266,698698,TB,4,KOFF,1,4,46,25,9,7,1,3,1,11,3,59,6,6,5,0,75,TD
99856,4266,698710,ATL,5,KOFF,2,3,31,25,6,2,0,2,0,1,3,30,3,2,0,0,31,PUNT
99857,4266,698717,TB,5,PUNT,2,1,55,9,3,0,0,0,0,3,1,6,2,2,0,9,9,PUNT
99858,4266,698721,ATL,6,PUNT,2,3,14,39,7,1,0,1,0,8,3,42,3,2,0,5,45,FG
99859,4266,698730,TB,6,KOFF,2,1,31,25,10,7,0,4,0,0,0,75,10,7,0,0,75,TD
99860,4266,698742,ATL,7,KOFF,2,0,14,25,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
99861,4266,698744,TB,7,KOFF,3,2,6,25,4,3,0,3,0,3,1,72,3,3,0,0,75,TD
99862,4266,698750,ATL,8,KOFF,3,4,26,21,7,3,0,2,0,7,2,22,5,4,15,15,44,PUNT
99863,4266,698758,TB,8,PUNT,3,3,16,8,8,4,2,2,1,32,5,45,3,1,15,0,92,TD
99864,4266,698768,ATL,9,KOFF,3,3,37,29,10,7,1,3,0,8,2,63,7,5,0,0,71,TD
99865,4266,698779,TB,9,KOFF,3,1,43,25,3,1,0,0,0,0,2,8,1,1,0,0,8,PUNT
99866,4266,698783,ATL,10,PUNT,4,3,19,15,6,4,1,1,0,17,2,13,4,2,0,0,30,PUNT
99867,4266,698790,TB,10,PUNT,4,1,44,8,3,0,0,0,0,4,2,0,1,0,0,0,4,PUNT
99868,4266,698794,ATL,11,PUNT,4,4,54,40,11,4,0,3,0,2,4,47,6,4,0,0,49,FG
